start_time,finish_time,experiment_item,parameter_configuration_number,parameter_configuration_file_name,stl_requirement,runaway_min_robustness,runaway_max_robustness,runaway_average_robustness,runaway_cumulative_robustness,boundary_min_robustness,boundary_max_robustness,boundary_average_robustness,boundary_cumulative_robustness,average_robustness_sum,avg_resolution_time,avg_cycle_time,resolution_time_percentage,max_runaway_requirement_weakening_parameter,min_runaway_requirement_weakening_parameter,average_runaway_requirement_weakening_parameter,cumulative_runaway_requirement_weakening_parameter,max_boundary_requirement_weakening_parameter,min_boundary_requirement_weakening_parameter,average_boundary_requirement_weakening_parameter,cumulative_boundary_requirement_weakening_parameter,total_resolution_count,resolution_success_count,resolution_failure_count,resolution_success_percentage,runaway_activated_count,boundary_activated_count,follower_caught_ego_count,mission_waypoints_completed_count,EGO_AVOID_SPEED,EGO_BOUND_ENFORCER_SPEED,EGO_DRONE_MAX_SPEED,FOLLOWER_DRONE_MAX_SPEED,EGO_DRONE_START_LOCATION_NORTH,EGO_DRONE_START_LOCATION_EAST,RESOLVER,MAX_EGO_DRONE_CYCLE,STL_BOUNDARY_ORIGINAL_REQUIREMENT_FILE_PATH,STL_RUNAWAY_ORIGINAL_REQUIREMENT_FILE_PATH,MAIN_STL_FILE_FOR_RESOLVER,STL_BOUNDARY_REQUIREMENT_SIGNAL_LENGTH,STL_RUNAWAY_REQUIREMENT_SIGNAL_LENGTH
09-26-2022_23-45-17,09-26-2022_23-47-20,WEAKENING - PRIORITY - RUNAWAY,2,experiments/config/bound_run/randomized_config/config_122.ini,,-6,37,11.17171717,2212,-7,28,9.782828283,1937,20.95454545,0.324666667,0.907444444,35.7781315,1.939216484,0,0.685382128,4.797674897,0,-8.88E-16,-1.27E-16,-8.88E-16,18,7,11,38.88888889,22,78,20,10,14,9,10,11,-2,3,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_23-50-02,09-26-2022_23-52-02,WEAKENING - PRIORITY - RUNAWAY,3,experiments/config/bound_run/randomized_config/config_123.ini,,-5,74,13.71212121,2715,-8,29,14.73737374,2918,28.44949495,0.3576,0.9326,38.34441347,0.569966207,-4.44E-16,0.113993241,0.569966207,0,0,0,0,5,5,0,100,39,30,20,2,11,9,2,3,-15,-2,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-26-2022_23-54-46,09-26-2022_23-56-50,WEAKENING - PRIORITY - RUNAWAY,4,experiments/config/bound_run/randomized_config/config_124.ini,,-8,51,4.297979798,851,-9,27,12.81818182,2538,17.11616162,0.418941176,0.999941176,41.89658215,4.056339031,0,1.728018843,22.46424496,3.088643889,-2.05E-12,0.455757646,5.9248494,17,13,4,76.47058824,59,53,24,2,10,9,5,8,7,-20,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_00-22-51,09-27-2022_00-24-51,WEAKENING - PRIORITY - BOUNDARY,8,experiments/config/bound_run/randomized_config/config_128.ini,,-6,58,7.848484848,1554,-6,28,12.95959596,2566,20.80808081,0.338615385,0.912769231,37.09758975,5.626129974,0,1.410125628,9.870879394,0.267972329,0,0.038281761,0.267972329,13,7,6,53.84615385,47,56,24,6,8,9,6,7,-7,17,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_02-00-55,09-27-2022_02-02-57,WEAKENING - PRIORITY - BOUNDARY,1,experiments/config/bound_run/randomized_config/config_141.ini,,-6,79,13.43939394,2661,3,24,14.18181818,2808,27.62121212,0.400181818,0.973636364,41.10177404,4.910598504,-3.14E-12,1.15290059,12.68190649,0,0,0,0,11,11,0,100,66,12,13,1,4,9,1,2,5,-10,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_04-49-19,09-27-2022_04-51-18,PRIORITY - RUNAWAY,3,experiments/config/bound_run/randomized_config/config_163.ini,,-8,51,4.126262626,817,-38,28,5.949494949,1178,10.07575758,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,86,56,22,1,9,9,3,7,9,-12,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_05-25-13,09-27-2022_05-27-09,PRIORITY - RUNAWAY,8,experiments/config/bound_run/randomized_config/config_168.ini,,-5,40,9.01010101,1784,-5,27,11.4040404,2258,20.41414141,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,44,69,25,5,12,9,8,11,-5,-15,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_05-53-15,09-27-2022_05-55-11,PRIORITY - RUNAWAY,2,experiments/config/bound_run/randomized_config/config_172.ini,,-6,39,10.8989899,2158,-7,28,9.838383838,1948,20.73737374,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,37,79,27,9,14,9,10,11,-2,3,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_06-05-43,09-27-2022_06-07-40,PRIORITY - RUNAWAY,4,experiments/config/bound_run/randomized_config/config_174.ini,,-8,50,5.025252525,995,-25,28,7.106060606,1407,12.13131313,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,60,72,21,5,10,9,5,8,7,-20,PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_06-18-10,09-27-2022_06-20-06,PRIORITY - BOUNDARY,6,experiments/config/bound_run/randomized_config/config_176.ini,,-8,50,3.909090909,774,2,26,13.34343434,2642,17.25252525,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,60,53,30,1,10,9,3,8,-5,-13,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_07-25-16,09-27-2022_07-27-12,PRIORITY - BOUNDARY,5,experiments/config/bound_run/randomized_config/config_185.ini,,-6,34,8.828282828,1748,-1,29,12.64646465,2504,21.47474747,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,23,69,25,8,14,9,8,13,-3,7,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_07-45-34,09-27-2022_07-47-30,PRIORITY - BOUNDARY,8,experiments/config/bound_run/randomized_config/config_188.ini,,-8,51,3.828282828,758,0,27,14.07575758,2787,17.9040404,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,59,55,27,3,9,9,3,7,9,-12,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_09-07-53,09-27-2022_09-09-49,PRIORITY - BOUNDARY,9,experiments/config/bound_run/randomized_config/config_189.ini,,-6,114,12.74747475,2524,6,24,14.84343434,2939,27.59090909,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,66,30,29,3,8,9,3,4,10,-14,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_09-23-36,09-27-2022_09-25-33,PRIORITY - BOUNDARY,0,experiments/config/bound_run/randomized_config/config_190.ini,,-7,72,6.752525253,1337,-1,29,15.64646465,3098,22.3989899,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,61,38,30,1,8,9,2,4,4,-15,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_09-29-32,09-27-2022_09-31-29,PRIORITY - BOUNDARY,1,experiments/config/bound_run/randomized_config/config_191.ini,,-6,76,13.38383838,2650,7,24,13.71212121,2715,27.0959596,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,70,18,23,1,4,9,1,2,5,-10,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_09-36-46,09-27-2022_09-38-43,PRIORITY - BOUNDARY,2,experiments/config/bound_run/randomized_config/config_192.ini,,-8,33,3.954545455,783,-3,24,13.35858586,2645,17.31313131,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,58,58,39,1,10,9,4,9,11,19,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_09-42-31,09-27-2022_09-44-28,PRIORITY - BOUNDARY,3,experiments/config/bound_run/randomized_config/config_193.ini,,-8,40,8.388888889,1661,-2,25,11.93434343,2363,20.32323232,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,35,75,26,6,12,9,8,11,-5,-15,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_09-47-24,09-27-2022_09-49-21,PRIORITY - BOUNDARY,4,experiments/config/bound_run/randomized_config/config_194.ini,,-8,54,5.358585859,1061,5,27,16.25757576,3219,21.61616162,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,71,30,32,1,6,9,2,4,0,11,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_09-55-07,09-27-2022_09-57-04,PRIORITY - BOUNDARY,5,experiments/config/bound_run/randomized_config/config_195.ini,,-5,37,7.575757576,1500,-4,28,13.91414141,2755,21.48989899,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,39,62,25,7,12,9,7,10,18,-12,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_10-12-47,09-27-2022_10-14-46,PRIORITY - BOUNDARY,6,experiments/config/bound_run/randomized_config/config_196.ini,,-6,76,17.25757576,3417,2,26,15.33333333,3036,32.59090909,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,25,18,24,1,5,9,1,3,-5,-15,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_11-04-13,09-27-2022_11-06-09,PRIORITY - BOUNDARY,7,experiments/config/bound_run/randomized_config/config_197.ini,,-5,52,11.68686869,2314,1,28,12.13131313,2402,23.81818182,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,22,80,35,9,14,9,10,11,-2,3,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
09-27-2022_11-09-12,09-27-2022_11-11-09,PRIORITY - BOUNDARY,8,experiments/config/bound_run/randomized_config/config_198.ini,,-7,73,12.6969697,2514,-3,28,13.64646465,2702,26.34343434,NaN,NaN,NaN,-99999,99999,NaN,0,-99999,99999,NaN,0,0,0,0,0,34,37,25,4,11,9,2,3,-15,-2,PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_eventually_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound_eventually.stl,3,3
